key_row,regiontype,regionname,statename,home_value,home_value_rounded,home_value_change_mm,home_value_change_yy,2016_median_home_value,2017_median_home_value,2018_median_home_value,2019_median_home_value,2020_median_home_value,2021_median_home_value,2022_median_home_value,2023_median_home_value,2024_median_home_value,2025_median_home_value,date,forecastyoypctchange,top_tier,bottom_tier,sale_price,listing_price,current_days_to_pending,dtp_month,days_to_pending,inventory,clean_regionname,zestimate_accuracy,zillow_on_market_median_error,zillow_on_market_properties,zillow_on_market_within_5,zillow_on_market_within_10,zillow_on_market_within_20,zillow_off_market_median_error,zillow_off_market_properties,zillow_off_market_within_5,zillow_off_market_within_10,zillow_off_market_within_20,home_value_one_bed,home_value_two_bed,home_value_three_bed,home_value_four_bed,home_value_five_bed
gaffney_sc,metro,"Gaffney, SC",SC,169963.80,170000.00,0.28,2.51,116158.40,119145.94,123703.16,134454.98,145368.96,164384.02,175977.77,174826.52,169003.70,169723.73,"February 28, 2025",-3.00,287257.23,79859.36,164820.00,232967.00,36.00,February 25,37.25,148.00,gaffney,"March 2, 2025",1.61,48900.00,87.62,96.30,98.86,6.85,2100000.00,39.57,63.51,83.20,194619.85,133461.15,227773.29,286468.03,566219.08
jasper_in,metro,"Jasper, IN",IN,220968.31,221000.00,0.68,5.71,128238.20,133932.24,142264.59,148423.96,159465.96,178694.22,198779.96,203311.27,215973.30,220225.37,"February 28, 2025",1.30,348859.54,136846.37,,259350.00,46.00,February 25,36.50,125.00,jasper,"March 2, 2025",1.92,26500.00,83.04,94.78,98.68,7.42,2500000.00,36.61,60.67,81.40,113751.81,143541.61,236050.16,282472.80,314749.11
dublin_ga,metro,"Dublin, GA",GA,158293.27,158000.00,0.15,3.68,93313.63,96838.45,102822.52,110398.84,117582.20,134935.21,148664.94,151787.46,157685.41,158175.13,"February 28, 2025",-0.40,284191.28,65901.04,,219650.00,,February 25,,127.00,dublin,"March 2, 2025",1.62,71100.00,86.40,95.65,98.61,6.75,3800000.00,39.86,63.81,83.22,222928.75,115496.83,214342.52,305740.29,381852.82
bartlesville_ok,metro,"Bartlesville, OK",OK,169568.18,170000.00,0.51,6.12,104527.26,103565.26,107802.12,113061.11,116015.60,132642.19,152075.54,157585.77,163406.96,169133.99,"February 28, 2025",1.40,297283.00,87128.64,190000.00,215883.00,26.00,February 25,16.50,185.00,bartlesville,"March 2, 2025",1.88,25300.00,83.34,94.65,98.31,7.39,1400000.00,37.78,59.86,79.00,71468.94,92367.01,167910.64,287687.23,376236.92
oxford_nc,metro,"Oxford, NC",NC,328100.93,328000.00,0.09,1.98,167384.96,177637.97,189755.16,201396.23,214620.03,257444.68,310134.83,314352.14,326948.82,327949.43,,,565414.19,187624.68,,,,February 25,,,oxford,"March 2, 2025",1.56,73200.00,87.33,96.03,98.79,6.38,4100000.00,41.72,65.53,83.94,206785.24,220964.61,312722.58,483210.09,696208.78
glasgow_ky,metro,"Glasgow, KY",KY,187763.36,188000.00,1.56,8.46,97468.28,102895.32,109643.51,113119.84,125809.62,145925.61,164666.88,170982.13,179381.58,186324.98,"February 28, 2025",3.60,308852.19,114773.68,,258983.00,65.00,February 25,38.50,227.00,glasgow,"March 2, 2025",1.99,17300.00,82.29,94.80,98.52,8.13,1600000.00,34.44,57.28,78.45,126114.68,140711.32,208212.16,269929.91,341288.85
carson_city_nv,metro,"Carson City, NV",NV,473158.43,473000.00,0.33,3.34,242260.04,269594.19,300232.02,324450.95,338174.31,416876.13,458920.66,439340.78,463600.60,472392.02,"February 28, 2025",0.40,663014.52,379930.62,512000.00,514983.00,32.00,February 25,25.67,136.00,carson city,"March 2, 2025",1.31,22100.00,91.42,97.70,99.40,4.53,1100000.00,53.65,77.67,91.33,257361.70,346373.06,457464.96,600293.27,801732.92
tiffin_oh,metro,"Tiffin, OH",OH,157572.13,158000.00,0.51,4.81,93198.42,96343.00,101740.60,105060.92,109898.54,132414.10,144008.33,144768.65,154931.06,157169.23,"February 28, 2025",1.60,264636.28,92976.26,,158700.00,14.00,February 25,11.67,79.00,tiffin,"March 2, 2025",2.36,43200.00,77.76,93.54,98.22,8.75,4200000.00,32.05,54.77,77.51,84056.42,121482.12,168073.88,199167.77,234308.91
kerrville_tx,metro,"Kerrville, TX",TX,355951.92,356000.00,0.03,-0.73,201951.18,218649.15,237196.33,248064.76,262754.18,310504.57,364662.19,361093.10,358772.90,355890.88,"February 28, 2025",-0.90,638077.42,227066.97,415000.00,518750.00,69.00,February 25,52.33,411.00,kerrville,"March 2, 2025",1.90,231800.00,84.41,95.11,98.57,6.37,10000000.00,41.50,66.60,86.27,225249.19,264025.92,378385.06,564171.51,878385.54
galesburg_il,metro,"Galesburg, IL",IL,98734.15,99000.00,0.14,0.80,79860.40,80241.74,81375.11,88490.71,91338.86,95725.98,96277.13,91795.04,99061.97,98663.25,"February 28, 2025",-4.20,199917.65,50781.18,105000.00,115100.00,33.00,February 25,20.83,141.00,galesburg,"March 2, 2025",2.21,45300.00,80.30,94.85,98.74,8.18,4300000.00,33.85,57.38,79.92,80741.15,75664.56,114850.97,158679.11,534738.60
scottsboro_al,metro,"Scottsboro, AL",AL,189175.03,189000.00,0.26,4.36,113167.34,117799.39,121122.73,122805.12,132337.62,150712.00,175604.89,181750.74,185866.78,188931.18,"February 28, 2025",1.40,320660.95,116988.65,,285067.00,38.00,February 25,38.00,141.00,scottsboro,"March 2, 2025",1.95,31400.00,81.55,93.81,97.99,8.10,1800000.00,34.93,57.00,77.16,170152.64,153556.24,225703.98,341243.28,446390.90
newport_or,metro,"Newport, OR",OR,466793.01,467000.00,-0.28,0.54,233581.11,250409.83,271469.97,288732.10,307035.45,388996.76,458016.29,464613.48,468795.56,467452.12,"February 28, 2025",1.60,702148.52,310566.30,556250.00,580667.00,87.00,February 25,52.67,434.00,newport,"March 2, 2025",1.59,23000.00,88.32,97.03,99.13,6.28,1600000.00,42.04,67.12,86.51,288700.83,414131.46,526877.96,651841.63,775387.59
boone_nc,metro,"Boone, NC",NC,498021.85,498000.00,-0.15,3.05,243092.65,255479.04,266104.79,280213.95,297104.14,379000.15,460235.36,470486.78,497905.16,498394.81,"February 28, 2025",4.00,822343.04,318076.51,435000.00,494663.00,63.00,February 25,40.42,454.00,boone,"March 2, 2025",1.56,73200.00,87.33,96.03,98.79,6.38,4100000.00,41.72,65.53,83.94,234364.80,383560.96,525703.89,724179.22,958610.91
oxford_ms,metro,"Oxford, MS",MS,362371.63,362000.00,0.70,11.33,209159.00,219667.09,227090.27,227369.00,230169.11,253125.43,280093.84,306809.30,336429.48,361113.95,"February 28, 2025",3.80,604254.66,245832.85,,436083.00,43.00,February 25,20.00,170.00,oxford,"March 2, 2025",1.97,11000.00,81.79,93.99,98.07,7.18,872100.00,38.84,60.67,79.37,239499.16,272782.32,365470.97,553594.66,792105.10
danville_ky,metro,"Danville, KY",KY,202428.00,202000.00,0.98,7.27,104382.55,110996.60,116211.25,123921.10,130894.95,154268.88,176348.18,184084.54,194627.75,201442.23,"February 28, 2025",3.30,320736.48,130958.48,184000.00,267808.00,48.00,February 25,34.58,193.00,danville,"March 2, 2025",1.99,17300.00,82.29,94.80,98.52,8.13,1600000.00,34.44,57.28,78.45,113214.38,141179.73,209960.25,296614.46,401019.28
athens_tn,metro,"Athens, TN",TN,237967.75,238000.00,0.13,3.90,121786.44,126555.63,134114.31,151872.71,164341.12,185224.45,216593.94,222099.75,237580.61,237810.60,"February 28, 2025",1.50,364901.41,142202.81,254950.00,289467.00,41.00,February 25,28.08,235.00,athens,"March 2, 2025",1.80,50400.00,83.62,94.30,97.94,8.39,2700000.00,34.07,55.66,75.61,242679.90,170087.90,260211.73,334543.57,407427.34
greenville_oh,metro,"Greenville, OH",OH,198499.98,198000.00,1.02,8.40,125441.10,109986.82,113875.82,124988.91,131839.75,152502.28,169791.82,177043.75,189686.15,197500.82,"February 28, 2025",3.10,351440.83,124793.81,168500.00,213267.00,26.00,February 25,28.00,126.00,greenville,"March 2, 2025",2.36,43200.00,77.76,93.54,98.22,8.75,4200000.00,32.05,54.77,77.51,94989.01,141556.26,204721.29,259844.21,310258.72
picayune_ms,metro,"Picayune, MS",MS,212090.75,212000.00,0.19,3.36,145550.43,146520.11,154344.35,156713.48,163808.49,174763.04,192350.88,192938.08,208714.58,211887.33,"February 28, 2025",-1.30,320357.56,125681.63,,257833.00,80.00,February 25,44.42,196.00,picayune,"March 2, 2025",1.97,11000.00,81.79,93.99,98.07,7.18,872100.00,38.84,60.67,79.37,102043.28,139571.25,218895.52,290126.29,378474.48
gardnerville_ranchos_nv,metro,"Gardnerville Ranchos, NV",NV,657534.18,658000.00,0.02,2.16,357072.41,386758.21,426968.17,462436.68,496997.94,615718.78,685718.89,642059.94,646918.98,657477.36,"February 28, 2025",-0.90,1180027.11,474359.73,635500.00,838120.00,47.00,February 25,33.33,310.00,gardnerville ranchos,"March 2, 2025",1.31,22100.00,91.42,97.70,99.40,4.53,1100000.00,53.65,77.67,91.33,414001.29,492015.13,605673.13,909638.81,1658711.07
waycross_ga,metro,"Waycross, GA",GA,142271.63,142000.00,-0.03,2.94,73866.94,75943.72,81413.66,88477.48,93486.23,110932.55,130578.92,135859.14,141642.34,142292.78,"February 28, 2025",1.90,267196.26,54163.48,186500.00,210983.00,70.00,February 25,57.20,208.00,waycross,"March 2, 2025",1.62,71100.00,86.40,95.65,98.61,6.75,3800000.00,39.86,63.81,83.22,222928.75,85502.33,198831.65,274551.58,328977.29
elko_nv,metro,"Elko, NV",NV,343548.66,344000.00,0.31,4.69,231858.17,235522.35,240368.50,250988.71,261077.50,289781.27,318989.39,319022.62,331243.86,343018.52,"February 28, 2025",-0.40,455151.98,216231.52,315000.00,398300.00,19.00,February 25,12.75,197.00,elko,"March 2, 2025",1.31,22100.00,91.42,97.70,99.40,4.53,1100000.00,53.65,77.67,91.33,150925.58,229537.34,335520.59,411470.90,485971.73
rochelle_il,metro,"Rochelle, IL",IL,204289.21,204000.00,0.30,2.84,111122.94,124738.82,141093.38,146675.53,150731.78,169310.97,189755.42,192551.06,200671.01,203984.50,"February 28, 2025",0.20,309406.33,131818.90,170500.00,222950.00,19.00,February 25,13.67,101.00,rochelle,"March 2, 2025",2.21,45300.00,80.30,94.85,98.74,8.18,4300000.00,33.85,57.38,79.92,91956.90,138470.62,206652.63,260638.61,302411.46
mccomb_ms,metro,"McComb, MS",MS,93925.72,94000.00,1.05,4.81,83000.53,85451.07,87860.66,92545.84,92854.80,98535.85,103454.42,99267.11,88180.95,93437.50,"February 28, 2025",-5.80,187376.30,53307.64,,177000.00,,February 25,,98.00,mccomb,"March 2, 2025",1.97,11000.00,81.79,93.99,98.07,7.18,872100.00,38.84,60.67,79.37,102043.28,86450.50,148568.83,223332.89,423256.98
ashland_oh,metro,"Ashland, OH",OH,224820.32,225000.00,0.40,7.89,117885.35,124129.61,131964.87,138078.08,147064.36,175410.32,194095.70,200314.50,216252.05,224373.64,"February 28, 2025",2.90,361677.26,139342.42,165500.00,218983.00,25.00,February 25,13.58,85.00,ashland,"March 2, 2025",2.36,43200.00,77.76,93.54,98.22,8.75,4200000.00,32.05,54.77,77.51,127496.98,164460.07,229250.04,295593.79,380945.03
enterprise_al,metro,"Enterprise, AL",AL,195698.25,196000.00,0.31,3.98,129721.59,130189.57,133596.86,136144.21,144283.46,160032.96,176470.78,185731.26,192415.98,195399.38,"February 28, 2025",0.70,330325.84,109312.12,171750.00,218283.00,35.00,February 25,20.42,236.00,enterprise,"March 2, 2025",1.95,31400.00,81.55,93.81,97.99,8.10,1800000.00,34.93,57.00,77.16,170152.64,137447.64,204321.06,333140.62,412613.79
warrensburg_mo,metro,"Warrensburg, MO",MO,263216.72,263000.00,-0.01,2.11,154883.26,164550.60,170928.99,180925.77,195329.07,226850.44,250645.34,256503.25,261486.89,263226.55,"February 28, 2025",0.10,405598.58,171405.29,308500.00,284800.00,28.00,February 25,23.50,186.00,warrensburg,"March 2, 2025",2.23,27800.00,79.74,94.22,98.57,8.16,2300000.00,34.12,57.21,79.74,121077.42,158114.35,248595.60,326909.10,396684.61
burlington_ia,metro,"Burlington, IA",IA,127827.28,128000.00,0.44,2.01,101460.47,101786.61,104676.17,107800.89,110220.57,117141.38,125105.98,125440.03,126367.74,127547.56,"February 28, 2025",-2.70,243503.96,69915.64,115000.00,138967.00,59.00,February 25,57.50,172.00,burlington,"March 2, 2025",1.85,14200.00,83.34,95.17,98.74,7.82,1300000.00,35.37,58.90,80.66,63271.34,96960.60,145405.53,172808.39,244258.75
washington_nc,metro,"Washington, NC",NC,237642.00,238000.00,0.44,7.40,126683.76,127840.97,132636.85,138038.13,146373.12,178435.04,207055.06,213752.85,229754.97,237127.13,"February 28, 2025",3.00,411873.96,121917.43,,361450.00,55.00,February 25,42.50,158.00,washington,"March 2, 2025",1.56,73200.00,87.33,96.03,98.79,6.38,4100000.00,41.72,65.53,83.94,206785.24,137120.76,241920.54,353120.23,417571.91
fernley_nv,metro,"Fernley, NV",NV,396714.81,397000.00,0.15,3.68,195817.91,219561.29,257709.56,276166.42,292265.42,356037.86,404282.80,378703.01,390417.91,396408.03,"February 28, 2025",0.10,501919.87,324907.78,395990.00,431617.00,45.00,February 25,29.83,239.00,fernley,"March 2, 2025",1.31,22100.00,91.42,97.70,99.40,4.53,1100000.00,53.65,77.67,91.33,213807.15,290836.48,383637.62,466365.23,571850.29
morgan_city_la,metro,"Morgan City, LA",LA,119428.74,119000.00,1.63,1.50,118465.42,114558.31,110654.58,110376.69,112174.06,116920.53,117051.48,117532.43,115566.28,118471.03,"February 28, 2025",-3.20,204148.76,100808.12,,191117.00,,February 25,,145.00,morgan city,"March 2, 2025",2.05,21900.00,82.03,94.11,98.01,9.02,1500000.00,33.00,53.52,74.34,122731.79,69969.19,130635.28,186356.21,437755.20
amsterdam_ny,metro,"Amsterdam, NY",NY,190221.43,190000.00,-0.00,6.30,99754.53,105757.89,111328.66,116519.06,124761.35,150077.24,168321.67,169839.91,185479.67,190225.72,"February 28, 2025",2.00,286515.95,119867.22,,220150.00,,February 25,,105.00,amsterdam,"March 2, 2025",3.22,55900.00,66.94,88.64,97.74,9.37,5500000.00,30.09,52.51,77.22,122109.09,162060.60,195442.85,212379.50,219948.56
paris_tx,metro,"Paris, TX",TX,190789.58,191000.00,0.64,2.57,115150.65,122400.27,130150.45,129541.49,137587.07,166403.43,195246.99,188906.54,188287.19,190181.84,"February 28, 2025",0.30,343670.94,95528.59,,285000.00,85.00,February 25,85.00,280.00,paris,"March 2, 2025",1.90,231800.00,84.41,95.11,98.57,6.37,10000000.00,41.50,66.60,86.27,147400.38,113982.77,209761.41,331848.16,423432.32
calhoun_ga,metro,"Calhoun, GA",GA,263560.40,264000.00,0.34,4.00,116899.97,125878.00,137340.14,148352.33,159218.07,192978.21,232286.90,239993.50,258840.11,263108.51,"February 28, 2025",4.20,381405.95,183128.40,275000.00,282967.00,46.00,February 25,38.00,219.00,calhoun,"March 2, 2025",1.62,71100.00,86.40,95.65,98.61,6.75,3800000.00,39.86,63.81,83.22,158404.79,188360.87,261115.02,336967.78,446356.16
natchez_ms,metro,"Natchez, MS",MS,104342.47,104000.00,1.79,5.24,94518.67,92309.53,91174.68,96507.09,96881.95,107250.46,123627.87,108472.94,98957.74,103427.18,"February 28, 2025",-3.70,218034.51,53767.53,,254733.00,75.00,February 25,75.00,216.00,natchez,"March 2, 2025",1.97,11000.00,81.79,93.99,98.07,7.18,872100.00,38.84,60.67,79.37,102043.28,115195.88,156168.09,264608.83,423256.98
starkville_ms,metro,"Starkville, MS",MS,236783.23,237000.00,0.67,5.45,165656.78,172121.11,173746.80,181242.81,182989.12,197905.53,216830.45,219390.70,229439.11,235995.42,"February 28, 2025",0.00,378283.12,135467.06,,321167.00,,February 25,,130.00,starkville,"March 2, 2025",1.97,11000.00,81.79,93.99,98.07,7.18,872100.00,38.84,60.67,79.37,102043.28,166052.73,224363.57,351430.42,423256.98
clinton_ia,metro,"Clinton, IA",IA,164686.78,165000.00,0.41,2.81,112021.05,113474.90,117158.73,122962.67,129746.98,139694.27,157204.34,159358.65,162981.67,164352.09,"February 28, 2025",-0.30,304926.03,87623.45,180000.00,131000.00,41.00,February 25,21.25,180.00,clinton,"March 2, 2025",1.85,14200.00,83.34,95.17,98.74,7.82,1300000.00,35.37,58.90,80.66,63890.19,111044.45,171675.11,216800.48,282356.89
ozark_al,metro,"Ozark, AL",AL,149426.91,149000.00,0.30,2.57,96128.48,94727.28,100254.39,105214.16,112040.36,123278.78,134900.88,143688.80,148877.41,149203.94,"February 28, 2025",0.30,247873.44,91022.51,,190783.00,47.00,February 25,49.50,166.00,ozark,"March 2, 2025",1.95,31400.00,81.55,93.81,97.99,8.10,1800000.00,34.93,57.00,77.16,170152.64,96525.88,165440.97,263363.69,521783.81
platteville_wi,metro,"Platteville, WI",WI,205151.13,205000.00,0.06,5.35,124167.66,129007.33,135052.28,144158.59,149216.93,170147.05,185802.85,195762.79,200086.46,205086.50,"February 28, 2025",0.20,309484.65,138393.75,,221000.00,,February 25,,112.00,platteville,"March 2, 2025",2.52,19000.00,75.80,93.64,98.71,7.99,2200000.00,34.28,58.33,80.93,173561.89,161786.34,208706.89,238144.95,451509.51
edwards_co,metro,"Edwards, CO",CO,1327058.51,1327000.00,-0.14,5.38,612778.45,649617.61,680731.49,705968.03,722708.10,937933.66,1183145.51,1197408.04,1307494.35,1328014.34,"February 28, 2025",5.20,3089169.16,718808.85,1497500.00,2058333.00,25.00,February 25,29.58,337.00,edwards,"March 2, 2025",1.34,41500.00,91.27,97.73,99.38,5.30,2200000.00,47.86,72.71,89.84,596056.45,913451.51,1308189.11,2176220.89,3986998.26
norfolk_ne,metro,"Norfolk, NE",NE,233883.02,234000.00,0.50,5.17,137998.35,146350.99,156917.74,164829.95,170270.28,190238.28,212493.74,218104.29,228293.75,233296.14,"February 28, 2025",0.70,424155.17,144557.22,102500.00,243983.00,40.00,February 25,26.08,157.00,norfolk,"March 2, 2025",1.69,8100.00,85.86,95.87,98.89,6.60,680700.00,40.81,64.60,84.03,108742.17,178391.59,243402.05,296280.32,388795.64
winona_mn,metro,"Winona, MN",MN,263918.31,264000.00,0.61,6.97,158907.14,167581.95,170872.25,178132.06,185136.48,208220.75,231369.22,241669.22,252984.46,263114.18,"February 28, 2025",1.30,429791.85,182033.47,,277350.00,40.00,February 25,40.00,83.00,winona,"March 2, 2025",1.92,23400.00,84.54,96.22,99.10,6.53,2100000.00,40.46,65.56,85.85,137179.70,189678.39,257249.03,326846.85,374068.91
milledgeville_ga,metro,"Milledgeville, GA",GA,188822.76,189000.00,0.08,3.29,108804.21,107081.38,116481.21,123237.04,133237.02,158762.58,179142.23,180309.79,188947.44,188750.22,"February 28, 2025",1.30,399019.00,78492.97,,290133.00,,February 25,,179.00,milledgeville,"March 2, 2025",1.62,71100.00,86.40,95.65,98.61,6.75,3800000.00,39.86,63.81,83.22,139551.23,121440.57,195798.43,323060.32,453672.68
freeport_il,metro,"Freeport, IL",IL,139395.17,139000.00,0.81,9.18,71944.42,72637.41,79713.91,86819.08,88806.12,104493.43,119000.50,124150.96,133341.11,138834.01,"February 28, 2025",2.90,240764.98,71452.60,150000.00,143283.00,28.00,February 25,17.33,139.00,freeport,"March 2, 2025",2.21,45300.00,80.30,94.85,98.74,8.18,4300000.00,33.85,57.38,79.92,70150.20,111231.06,164857.64,203673.75,231436.20
cadillac_mi,metro,"Cadillac, MI",MI,200844.77,201000.00,0.53,6.98,82329.88,87709.57,114688.59,136085.30,146716.26,167029.56,181889.38,184338.38,193919.19,200315.98,"February 28, 2025",0.20,313797.35,121774.68,230000.00,225117.00,37.00,February 25,20.67,140.00,cadillac,"March 2, 2025",2.48,30200.00,76.55,93.20,98.34,8.81,3800000.00,31.69,54.57,77.45,149132.77,167688.84,223028.44,281890.46,324792.85
red_wing_mn,metro,"Red Wing, MN",MN,310494.53,310000.00,0.43,3.23,188754.82,198385.09,210000.22,224698.31,238078.12,262779.53,293524.80,299382.54,304142.91,309824.26,"February 28, 2025",-0.30,485719.01,212088.02,,331667.00,50.00,February 25,28.42,109.00,red wing,"March 2, 2025",1.92,23400.00,84.54,96.22,99.10,6.53,2100000.00,40.46,65.56,85.85,225249.55,251734.25,297023.39,366060.79,438473.04
malone_ny,metro,"Malone, NY",NY,155910.41,156000.00,-0.58,1.86,96944.01,99131.93,104765.98,108200.42,113012.51,135369.38,153965.27,155780.56,156313.16,156367.39,"February 28, 2025",-0.10,304774.59,82344.54,,199467.00,,February 25,,155.00,malone,"March 2, 2025",3.22,55900.00,66.94,88.64,97.74,9.37,5500000.00,30.09,52.51,77.22,106985.32,139163.50,157731.25,175153.86,249479.51
st_marys_ga,metro,"St. Marys, GA",GA,290677.35,291000.00,0.22,2.90,149027.01,155159.34,163380.65,170848.30,180815.72,214452.26,255788.39,274418.68,287571.76,290358.61,"February 28, 2025",3.30,420859.99,211633.47,317500.00,346783.00,40.00,February 25,23.83,319.00,st marys,"March 2, 2025",1.62,71100.00,86.40,95.65,98.61,6.75,3800000.00,39.86,63.81,83.22,158415.40,189647.41,271780.31,360679.29,395162.55
ardmore_ok,metro,"Ardmore, OK",OK,172293.37,172000.00,0.03,2.20,97101.95,99987.18,104147.70,108270.88,116340.15,134340.30,159083.31,167183.06,172102.34,172267.47,"February 28, 2025",1.70,321752.93,84033.21,170000.00,233333.00,49.00,February 25,41.42,349.00,ardmore,"March 2, 2025",1.88,25300.00,83.34,94.65,98.31,7.39,1400000.00,37.78,59.86,79.00,74360.81,92494.56,191361.06,302722.53,417663.26
fort_polk_south_la,metro,"Fort Polk South, LA",LA,155520.20,156000.00,1.60,4.83,139255.88,134545.66,126923.81,133857.23,143728.11,145174.64,152536.85,151695.84,148612.38,154296.35,"February 28, 2025",-2.70,256409.35,86024.99,,186667.00,,February 25,,149.00,fort polk south,"March 2, 2025",2.05,21900.00,82.03,94.11,98.01,9.02,1500000.00,33.00,53.52,74.34,122731.79,116851.44,179835.88,278957.22,437755.20
clovis_nm,metro,"Clovis, NM",NM,151666.14,152000.00,0.03,2.28,128865.02,127596.43,125731.38,135974.29,141015.06,144931.30,153303.67,154776.23,150009.98,151644.86,"February 28, 2025",-3.60,249644.00,84150.02,225000.00,226667.00,95.00,February 25,52.50,253.00,clovis,"March 2, 2025",1.70,9500.00,86.08,95.87,98.94,6.43,722700.00,41.46,65.75,84.75,202806.05,107936.39,200467.16,280404.74,537313.61
pullman_wa,metro,"Pullman, WA",WA,372200.72,372000.00,0.20,1.39,206667.00,217739.66,232435.84,249109.57,272636.28,312380.17,358428.56,361617.43,370076.51,371823.54,"February 28, 2025",0.50,535172.65,238626.36,,380500.00,,February 25,,59.00,pullman,"March 2, 2025",1.63,34400.00,86.84,96.46,99.18,5.98,2800000.00,43.52,68.77,87.49,185311.97,241731.87,362929.39,433091.63,480748.21
ontario_or,metro,"Ontario, OR",OR,347624.12,348000.00,0.36,4.13,140752.80,151148.33,164905.79,185670.56,210713.32,290671.54,346487.22,333689.93,339318.95,347003.88,"February 28, 2025",3.50,553706.30,225407.76,,413000.00,51.00,February 25,57.00,164.00,ontario,"March 2, 2025",1.59,23000.00,88.32,97.03,99.13,6.28,1600000.00,42.04,67.12,86.51,150991.85,233739.04,342989.85,424618.73,481855.15
